AREA_BRUTA,QUARTOS,FINALIDADE,FREGUESIA,REF,ESTADO,AREA_TERRENO,ESTACIONAMENTO,C_BANHO,CONCELHO,TIPO_DE_IMOVEL,PRECO_DE_ARRENDAMENTO,DISTRITO,ZONA,CERT_ENERG,PRECO_DE_VENDA
-1,-1,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286170050,ND,6750,-1,-1,MOGADOURO,TERRENO_RÚSTICO,-1,BRAGANCA,-1,-1,11500
-1,-1,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286170049,ND,12375,-1,-1,MOGADOURO,TERRENO_RÚSTICO,-1,BRAGANCA,-1,-1,15500
-1,-1,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286170048,ND,8187,-1,-1,MOGADOURO,TERRENO_RÚSTICO,-1,BRAGANCA,-1,-1,13500
360,3,VENDA,IZEDA_CALVELHE_E_PARADINHA_NOVA,292170063,USADO,-1,-1,2,BRAGANCA,PREDIO,-1,BRAGANCA,-1,-1,160000
389,-1,VENDA,MIRANDA_DO_DOURO,286170047,USADO,313,-1,-1,MIRANDA_DO_DOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,F,200000
550,5,VENDA,TORRE_DE_MONCORVO,256170145,USADO,35000,7,4,TORRE_DE_MONCORVO,MORADIA_ISOLADA,-1,BRAGANCA,-1,E,360000
-1,-1,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286170046,ND,4050,-1,-1,MOGADOURO,LOTE_INDUSTRIAL,-1,BRAGANCA,-1,-1,120000
13700,-1,VENDA,SANTA_COMBA_DE_ROSSAS,292170062,ND,13700,-1,-1,BRAGANCA,TERRENO_RÚSTICO,-1,BRAGANCA,-1,-1,25000
2927,-1,VENDA,MACEDO_DE_CAVALEIROS,292170061,ND,2927,-1,-1,MACEDO_DE_CAVALEIROS,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,100000
294,-1,VENDA,CASTELO_BRANCO,286170045,USADO,174,-1,-1,MOGADOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,22000
192,2,VENDA,VIMIOSO,286170043,USADO,96,-1,2,VIMIOSO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,25000
152,3,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286170042,USADO,-1,2,2,MOGADOURO,APARTAMENTO,-1,BRAGANCA,-1,D,116000
131,-1,VENDA_ARRENDAMENTO,MIRANDA_DO_DOURO,286170041,USADO,-1,-1,3,MIRANDA_DO_DOURO,LOJA,250,BRAGANCA,-1,-1,70000
563,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170058,USADO,222,-1,-1,BRAGANCA,PREDIO,-1,BRAGANCA,-1,-1,110000
320,4,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170057,USADO,105,1,4,BRAGANCA,MORADIA,-1,BRAGANCA,-1,D,215000
1700,-1,VENDA,DONAI,292170056,ND,1700,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,60000
180,3,VENDA,VALE_DA_MADRE,286170038,NOVO,3125,-1,2,MOGADOURO,MORADIA_ISOLADA,-1,BRAGANCA,-1,-1,-1
420,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170054,ND,420,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,65000
240,3,VENDA,NOGUEIRA,292170052,USADO,900,2,1,BRAGANCA,MORADIA,-1,BRAGANCA,-1,E,99500
186,5,VENDA,BACAL,292170050,USADO,-1,3,2,BRAGANCA,MORADIA,-1,BRAGANCA,-1,E,125000
240,4,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170048,USADO,-1,1,3,BRAGANCA,MORADIA_GEMINADA,-1,BRAGANCA,-1,E,170000
469,-1,VENDA,PICOTE,286170034,CONSTRUCAO,1115,-1,-1,MIRANDA_DO_DOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,B,70000
105,3,VENDA,MIRANDELA,256170106,NOVO,-1,1,2,MIRANDELA,APARTAMENTO,-1,BRAGANCA,-1,D,120000
131,3,VENDA,MIRANDELA,256170103,NOVO,-1,1,2,MIRANDELA,APARTAMENTO,-1,BRAGANCA,-1,D,125000
164,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170044,USADO,-1,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,85000
315,6,VENDA,CASTRELOS_E_CARRAZEDO,292170043,USADO,90,2,2,BRAGANCA,MORADIA,-1,BRAGANCA,-1,F,200000
108,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170042,USADO,596,-1,1,BRAGANCA,MORADIA,-1,BRAGANCA,-1,E,125000
77,2,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170040,USADO,-1,1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,A,85000
374,5,VENDA,BACAL,292170039,NOVO,1300,2,4,BRAGANCA,MORADIA,-1,BRAGANCA,-1,A+,215000
1240,-1,VENDA,DONAI,292170038,ND,1240,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,44000
-1,-1,VENDA,BEMPOSTA,286170026,ND,840,-1,-1,MOGADOURO,TERRENO_URBANO,-1,BRAGANCA,-1,-1,39500
148,-1,VENDA,REMONDES_E_SOUTELO,286170025,USADO,92,-1,-1,MOGADOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,15000
24000,-1,VENDA,DONAI,292170037,ND,24000,-1,-1,BRAGANCA,TERRENO_RÚSTICO,-1,BRAGANCA,-1,-1,181000
367,-1,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286170023,ND,5334,-1,-1,MOGADOURO,QUINTA,-1,BRAGANCA,-1,-1,160000
278,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170036,USADO,-1,3,-1,BRAGANCA,PREDIO,-1,BRAGANCA,-1,D,160000
-1,-1,VENDA,BEMPOSTA,286170022,ND,2040,-1,-1,MOGADOURO,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,60000
1000,-1,VENDA,MIRANDELA,256170054,ND,624,-1,-1,MIRANDELA,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,80000
280,5,VENDA,MIRANDA_DO_DOURO,286170020,USADO,1022,3,4,MIRANDA_DO_DOURO,MORADIA_ISOLADA,-1,BRAGANCA,-1,F,250000
55,2,VENDA,NOGUEIRA,292170033,USADO,144,-1,1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,17500
94,-1,VENDA,NOGUEIRA,292170032,USADO,245,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,11000
270,2,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170031,USADO,-1,1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,D,80000
-1,-1,VENDA,MIRANDELA,256170043,ND,680,2,-1,MIRANDELA,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,77000
400,-1,VENDA,CASTELO_BRANCO,286170018,USADO,400,-1,-1,MOGADOURO,OUTRO_TIPO,-1,BRAGANCA,-1,-1,62000
640,-1,VENDA,CASTELO_BRANCO,286170015,USADO,400,-1,-1,MOGADOURO,MORADIA_DEVOLUTA,-1,BRAGANCA,-1,-1,86500
148,-1,VENDA,-1,286170014,USADO,87,-1,-1,MIRANDA_DO_DOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,25000
476,-1,VENDA,POVOA,286170013,USADO,312,-1,-1,MIRANDA_DO_DOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,F,60000
50,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170028,USADO,-1,-1,-1,BRAGANCA,MORADIA,-1,BRAGANCA,-1,F,30000
130,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170023,USADO,-1,-1,3,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,F,50000
882,-1,VENDA_ARRENDAMENTO,SE_SANTA_MARIA_E_MEIXEDO,292170021,USADO,80,-1,-1,BRAGANCA,ARMAZEM,-1,BRAGANCA,-1,-1,80000
117,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170020,USADO,-1,1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,C,90000
484,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170018,USADO,184,-1,-1,BRAGANCA,PREDIO,-1,BRAGANCA,-1,-1,120000
533,6,VENDA,VINHAIS,292170008,USADO,5000,-1,5,VINHAIS,MORADIA,-1,BRAGANCA,-1,C,-1
160,-1,VENDA,VILA_DE_ALA,286170010,USADO,3475,-1,-1,MOGADOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,51500
749,3,VENDA,CASTRO_DE_AVELAS,292170003,NOVO,-1,-1,4,BRAGANCA,MORADIA,-1,BRAGANCA,-1,-1,-1
168,-1,VENDA,VILA_DE_ALA,286170009,USADO,850,-1,-1,MOGADOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,51500
77,-1,VENDA,VILA_DE_ALA,286170008,USADO,77,-1,-1,MOGADOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,15000
166,-1,VENDA,VILA_DE_ALA,286170007,USADO,166,-1,-1,MOGADOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,15000
125,2,VENDA,MIRANDA_DO_DOURO,286170006,NOVO,-1,2,2,MIRANDA_DO_DOURO,APARTAMENTO,-1,BRAGANCA,-1,F,86500
120,2,VENDA,MIRANDA_DO_DOURO,286170005,NOVO,-1,2,2,MIRANDA_DO_DOURO,APARTAMENTO,-1,BRAGANCA,-1,D,86500
149,3,VENDA,MIRANDA_DO_DOURO,286170004,NOVO,-1,2,3,MIRANDA_DO_DOURO,APARTAMENTO,-1,BRAGANCA,-1,F,107000
154,3,VENDA,MIRANDA_DO_DOURO,286170003,NOVO,-1,2,3,MIRANDA_DO_DOURO,APARTAMENTO,-1,BRAGANCA,-1,F,107000
-1,-1,VENDA,MIRANDA_DO_DOURO,286170002,ND,148,-1,-1,MIRANDA_DO_DOURO,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,35000
240,4,VENDA,POVOA,286170001,USADO,120,-1,-1,MIRANDA_DO_DOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,F,55000
290,6,VENDA,FRANCA,292160238,USADO,2000,-1,4,BRAGANCA,MORADIA_RÚSTICA,-1,BRAGANCA,-1,D,180000
280,3,VENDA,REMONDES_E_SOUTELO,286160184,USADO,140,3,2,MOGADOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,F,50000
111,2,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160235,USADO,-1,-1,1,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,-1,107000
120,-1,VENDA,VILA_CHA_DE_BRACIOSA,286160183,CONSTRUCAO,126,-1,-1,MIRANDA_DO_DOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,35000
190,-1,VENDA,VILA_DE_ALA,286160182,USADO,230,-1,-1,MOGADOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,43650
130,3,VENDA,MIRANDELA,256160405,USADO,-1,2,2,MIRANDELA,APARTAMENTO,-1,BRAGANCA,-1,E,60000
368,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160230,ND,368,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,21500
349,3,VENDA,TRAVANCA,286160181,CONSTRUCAO,880,2,2,MOGADOURO,MORADIA_ISOLADA,-1,BRAGANCA,-1,-1,75000
240,-1,VENDA,BEMPOSTA,286160180,USADO,150,-1,-1,MOGADOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,F,17500
210,4,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160227,USADO,120,1,3,BRAGANCA,MORADIA_GEMINADA,-1,BRAGANCA,-1,D,187000
150,3,VENDA,PEREDO_DA_BEMPOSTA,286160179,USADO,200,2,4,MOGADOURO,MORADIA,-1,BRAGANCA,-1,E,133000
329,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160226,USADO,-1,-1,-1,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,E,86000
160,4,VENDA,MOS,256160387,USADO,270,4,2,TORRE_DE_MONCORVO,MORADIA_ISOLADA,-1,BRAGANCA,-1,D,-1
7250,-1,VENDA,GOSTEI,292160223,ND,7250,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,95000
264,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160222,ND,264,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,55000
830,-1,VENDA,SAMIL,292160221,ND,830,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,87400
180,-1,VENDA,CACARELHOS_E_ANGUEIRA,286160177,USADO,390,-1,-1,VIMIOSO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,F,35000
112,-1,VENDA,CACARELHOS_E_ANGUEIRA,286160176,USADO,56,-1,-1,VIMIOSO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,F,11000
411,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160217,USADO,-1,-1,-1,BRAGANCA,LOJA,-1,BRAGANCA,-1,F,-1
10000,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160215,ND,10000,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,185000
360,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160212,ND,280,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,58000
880,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160210,USADO,-1,-1,-1,BRAGANCA,PREDIO,-1,BRAGANCA,-1,-1,175000
-1,-1,VENDA,DONAI,292160209,ND,150000,-1,-1,BRAGANCA,QUINTA,-1,BRAGANCA,-1,-1,-1
-1,-1,VENDA,MIRANDA_DO_DOURO,286160174,ND,353,-1,-1,MIRANDA_DO_DOURO,LOTE,-1,BRAGANCA,-1,-1,36500
-1,-1,VENDA,MIRANDA_DO_DOURO,286160173,ND,367,-1,-1,MIRANDA_DO_DOURO,LOTE,-1,BRAGANCA,-1,-1,36500
-1,-1,VENDA,MIRANDA_DO_DOURO,286160172,ND,508,-1,-1,MIRANDA_DO_DOURO,LOTE,-1,BRAGANCA,-1,-1,44000
-1,-1,VENDA,MIRANDA_DO_DOURO,286160171,ND,345,-1,-1,MIRANDA_DO_DOURO,LOTE,-1,BRAGANCA,-1,-1,36500
-1,-1,VENDA,MIRANDA_DO_DOURO,286160170,ND,506,-1,-1,MIRANDA_DO_DOURO,LOTE,-1,BRAGANCA,-1,-1,44000
-1,-1,VENDA,MIRANDA_DO_DOURO,286160169,ND,506,-1,-1,MIRANDA_DO_DOURO,LOTE,-1,BRAGANCA,-1,-1,44000
-1,-1,VENDA,MIRANDA_DO_DOURO,286160168,ND,869,-1,-1,MIRANDA_DO_DOURO,LOTE,-1,BRAGANCA,-1,-1,51500
96,2,VENDA,VILAS_BOAS_E_VILARINHO_DAS_AZENHAS,286160167,ND,43900,-1,2,VILA_FLOR,QUINTA,-1,BRAGANCA,-1,B,185000
106,2,VENDA,VILAR_SECO,286160166,USADO,53,-1,2,VIMIOSO,MORADIA_RÚSTICA,-1,BRAGANCA,-1,-1,85000
126,3,VENDA,LAGOACA_E_FORNOS,286160165,USADO,63,-1,1,FREIXO_ESPADA_A_CINTA,MORADIA_GEMINADA,-1,BRAGANCA,-1,-1,27000
240,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160200,USADO,-1,-1,2,BRAGANCA,MORADIA,-1,BRAGANCA,-1,F,80000
920,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160197,USADO,-1,-1,-1,BRAGANCA,ARMAZEM,-1,BRAGANCA,-1,-1,-1
-1,-1,VENDA,MIRANDA_DO_DOURO,286160164,ND,491,-1,-1,MIRANDA_DO_DOURO,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,55000
-1,-1,VENDA,MIRANDA_DO_DOURO,286160163,ND,10210,-1,-1,MIRANDA_DO_DOURO,TERRENO,-1,BRAGANCA,-1,-1,77000
-1,-1,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286160162,ND,3500,-1,-1,MOGADOURO,TERRENO,-1,BRAGANCA,-1,-1,15000
238,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160189,USADO,-1,-1,-1,BRAGANCA,LOJA,-1,BRAGANCA,-1,C,70000
156,4,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160187,USADO,-1,-1,2,BRAGANCA,MORADIA,-1,BRAGANCA,-1,F,80000
247,5,VENDA,PARADA_E_FAILDE,292160181,USADO,1000,2,3,BRAGANCA,MORADIA,-1,BRAGANCA,-1,E,165000
290,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160170,USADO,450,-1,-1,BRAGANCA,MORADIA,-1,BRAGANCA,-1,-1,75000
392,5,VENDA,EDROSA,292160167,NOVO,-1,4,4,VINHAIS,MORADIA,-1,BRAGANCA,-1,E,145000
200,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160160,USADO,-1,1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,D,115000
2371,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160159,USADO,-1,-1,-1,BRAGANCA,PREDIO,-1,BRAGANCA,-1,-1,-1
584,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160158,USADO,600,-1,-1,BRAGANCA,PREDIO,-1,BRAGANCA,-1,-1,250000
391,5,VENDA,MIRANDA_DO_DOURO,286160155,USADO,445,2,2,MIRANDA_DO_DOURO,MORADIA,-1,BRAGANCA,-1,-1,128000
260,4,VENDA,SENDIM_E_ATENOR,286160154,USADO,480,1,2,MIRANDA_DO_DOURO,MORADIA_ISOLADA,-1,BRAGANCA,-1,C,125000
434,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160154,USADO,-1,-1,-1,BRAGANCA,PREDIO,-1,BRAGANCA,-1,E,120000
310,5,VENDA,MIRANDA_DO_DOURO,286160153,USADO,410,4,4,MIRANDA_DO_DOURO,MORADIA_GEMINADA,-1,BRAGANCA,-1,-1,-1
-1,-1,VENDA,SENDIM_E_ATENOR,286160152,ND,97779,-1,-1,MIRANDA_DO_DOURO,TERRENO,-1,BRAGANCA,-1,-1,250000
300,-1,VENDA,ALGOSO_CAMPO_DE_VIBORAS_E_UVA,286160150,USADO,3125,-1,-1,VIMIOSO,ARMAZEM,-1,BRAGANCA,-1,-1,42000
107,3,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286160149,USADO,-1,-1,1,MOGADOURO,APARTAMENTO,-1,BRAGANCA,-1,-1,90000
111,2,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160149,USADO,-1,-1,1,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,D,76000
4500,-1,VENDA,SAMIL,292160147,ND,4500,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,95000
112,3,VENDA,MIRANDA_DO_DOURO,286160146,USADO,-1,-1,1,MIRANDA_DO_DOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,25000
130,2,VENDA,VALE_DE_FRADES_E_AVELANOSO,286160144,USADO,65,-1,1,VIMIOSO,MORADIA,-1,BRAGANCA,-1,-1,60000
228,3,VENDA,FREIXO_DE_ESPADA_A_CINTA_E_MAZOUCO,286160143,USADO,113,-1,1,FREIXO_ESPADA_A_CINTA,MORADIA,-1,BRAGANCA,-1,F,70000
300,-1,VENDA,-1,292160146,USADO,480,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,95000
258,-1,VENDA,PARADA_E_FAILDE,292160144,USADO,4000,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,130000
100,3,VENDA,SILVA_E_AGUAS_VIVAS,286160142,USADO,9100,-1,1,MIRANDA_DO_DOURO,MORADIA,-1,BRAGANCA,-1,F,70000
362,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160143,USADO,703,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,150000
391,5,VENDA,DUAS_IGREJAS,286160141,USADO,354,1,2,MIRANDA_DO_DOURO,MORADIA,-1,BRAGANCA,-1,-1,140000
101,2,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160140,USADO,-1,1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,C,96500
560,-1,VENDA,MIRANDELA,256160268,ND,360,4,-1,MIRANDELA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,260000
-1,-1,VENDA,VIMIOSO,286160138,ND,227400,-1,-1,VIMIOSO,TERRENO_RÚSTICO,-1,BRAGANCA,-1,-1,-1
-1,-1,VENDA,VIMIOSO,286160137,ND,93000,-1,-1,VIMIOSO,TERRENO_RÚSTICO,-1,BRAGANCA,-1,-1,82000
202,4,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160138,USADO,-1,1,5,BRAGANCA,MORADIA,-1,BRAGANCA,-1,D,165000
476,-1,VENDA,BEMPOSTA,286160134,USADO,506,-1,-1,MOGADOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,36500
-1,-1,VENDA,MEIRINHOS,286160133,ND,40187,-1,-1,MOGADOURO,TERRENO_RÚSTICO,-1,BRAGANCA,-1,-1,20000
86,2,VENDA,MEIRINHOS,286160132,USADO,347,1,1,MOGADOURO,MORADIA,-1,BRAGANCA,-1,-1,45000
100,-1,VENDA,BACAL,292160130,USADO,-1,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,65000
420,4,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160129,USADO,390,2,3,BRAGANCA,MORADIA,-1,BRAGANCA,-1,D,-1
50,1,VENDA,DUAS_IGREJAS,286160131,USADO,-1,-1,-1,MIRANDA_DO_DOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,10000
580,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160128,USADO,-1,-1,-1,BRAGANCA,PREDIO,-1,BRAGANCA,-1,-1,-1
92,2,VENDA,URROS,286160130,USADO,2500,-1,2,MOGADOURO,MORADIA_RÚSTICA,-1,BRAGANCA,-1,E,40000
180,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160127,USADO,-1,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,25000
334,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160126,ND,334,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,52000
57437,-1,VENDA,VILARINHO_DOS_GALEGOS_E_VENTOZELO,286160129,ND,-1,-1,-1,MOGADOURO,QUINTA,-1,BRAGANCA,-1,-1,-1
240,4,VENDA,DUAS_IGREJAS,286160128,USADO,1700,1,2,MIRANDA_DO_DOURO,MORADIA,-1,BRAGANCA,-1,F,78000
1000,-1,VENDA,SAMIL,292160124,ND,1000,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,80000
100,-1,VENDA,SAMIL,292160122,USADO,-1,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,18000
2200,-1,VENDA,SAMIL,292160121,ND,2200,-1,-1,BRAGANCA,TERRENO_RÚSTICO,-1,BRAGANCA,-1,-1,11000
-1,-1,VENDA,SAMIL,292160119,ND,30990,-1,-1,BRAGANCA,QUINTA,-1,BRAGANCA,-1,-1,-1
20000,-1,VENDA,SAMIL,292160118,ND,20000,-1,-1,BRAGANCA,TERRENO_RÚSTICO,-1,BRAGANCA,-1,-1,58000
300,3,VENDA,OUTEIRO,292160117,USADO,150,-1,2,BRAGANCA,MORADIA,-1,BRAGANCA,-1,-1,65000
144,-1,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286160127,NOVO,-1,-1,-1,MOGADOURO,LOJA,-1,BRAGANCA,-1,-1,42000
300,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160114,ND,300,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,-1
345,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160113,ND,345,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,60000
685,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160112,ND,685,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,75000
420,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160107,ND,420,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,55000
300,4,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160105,ND,4000,-1,3,BRAGANCA,HERDADE,-1,BRAGANCA,-1,E,315000
140,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160104,USADO,-1,-1,-1,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,C,110000
173,-1,VENDA,PARADA_E_FAILDE,292160101,USADO,615,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,78000
140,3,VENDA,MACEDO_DE_CAVALEIROS,292160099,USADO,-1,1,2,MACEDO_DE_CAVALEIROS,APARTAMENTO,-1,BRAGANCA,-1,-1,74500
-1,-1,VENDA,MIRANDA_DO_DOURO,286160124,ND,724,-1,-1,MIRANDA_DO_DOURO,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,52000
290,4,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160095,USADO,550,2,3,BRAGANCA,MORADIA,-1,BRAGANCA,-1,D,225000
3000,-1,VENDA,-1,292160090,ND,3000,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,CANTARIAS,-1,-1
4000,-1,VENDA,-1,292160089,ND,4000,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,-1
2700,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292160088,ND,2700,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,-1
751,-1,VENDA,SAMIL,292160087,ND,751,-1,-1,BRAGANCA,LOTE_DE_TERRENO,-1,BRAGANCA,VALE_CHURIDO,-1,130000
751,-1,VENDA,SAMIL,292160086,ND,751,-1,-1,BRAGANCA,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,130000
